source_id,source_url,path,geothermal_system,latitude,longitude,name,map_description,source,source_licence,attribution,parsed_at_utc
772,https://1000springs.org.nz/samplesite/772,/samplesite/772,Rotorua,-38.1314,176.2419,Kuirau Park Feature 99,"Clear spring south of Feature 98 and not on the 1998 map. Surrounded by sinter, grey sediments, and dead tree branches.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.285145+00:00
773,https://1000springs.org.nz/samplesite/773,/samplesite/773,Rotorua,-38.1307,176.2415,Kuirau Park Feature 100,Spring that has been encased by a vertical concrete pipe. White foam floating on top. Looks very deep. No outputs or vegetation.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.285164+00:00
774,https://1000springs.org.nz/samplesite/774,/samplesite/774,Rotorua,-38.1308,176.2417,Kuirau Park Feature 101,"Spring with lots of grey sediment and wooden planks. Surrounded by grass, and the single outlet drains to the roadside.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.285182+00:00
775,https://1000springs.org.nz/samplesite/775,/samplesite/775,Rotorua,-38.1309,176.2417,Kuirau Park Feature 102,Muddy spring with two 80 C mud pots adjacent to the sampling area and no oulet. Surrounded by grass on most sides but by clay on one. Dead tree branches in the spring.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.285205+00:00
776,https://1000springs.org.nz/samplesite/776,/samplesite/776,Rotorua,-38.1311,176.2418,Kuirau Park Feature 103,Awesome spring hidden in very long grass. Surrounded by cracked mud so was probably once much larger. No outputs and lots of floating bubbles. Blue colour to it.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.285226+00:00
777,https://1000springs.org.nz/samplesite/777,/samplesite/777,Rotorua,-38.1311,176.2417,Kuirau Park Feature 104,"A small spring next to Feature 103 also hidden by high grass. Lots of different coloured biofilm (brown, orange, and green). No visible outlet but may have been connected to Feature 103 at some point..",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.285252+00:00
778,https://1000springs.org.nz/samplesite/778,/samplesite/778,Rotorua,-38.1312,176.2422,Kuirau Park Feature 105,Murky looking spring with lots of foam sitting on top. Trees and vegetation surround spring and dip into it at various points. Connected to a hotter looking spring that is mud. No other visible outputs.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.285278+00:00
779,https://1000springs.org.nz/samplesite/779,/samplesite/779,Rotorua,-38.1316,176.2424,Kuirau Park Feature 106,Low temperature pool hidden in some reeds at Kuirau Park. Connected to another spring (RR706 on 1998 map) that we can't reach. Lots of dead branches in pool.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.285300+00:00
780,https://1000springs.org.nz/samplesite/780,/samplesite/780,Rotorua,-38.1315,176.2424,Kuirau Park Feature 107,Muddy hot spring completely surrounded by vegetation. No visible outputs. Floating scum on top.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.285316+00:00
781,https://1000springs.org.nz/samplesite/781,/samplesite/781,Rotorua,-38.1318,176.2428,Kuirau Park Feature 108,Completely surrounded by reeds and fallen in branches. Bubbles floating on top. Orange biofilm growing in parts. No visible outputs.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.285335+00:00
789,https://1000springs.org.nz/samplesite/789,/samplesite/789,Rotorua,-38.1622,176.2556,Whakarewarewa Feature 1,"This spring, known as Waipuru, is completely still and has dead branches in it. It has a yellow sulphur layer around the rim. No natural outputs except for a pipe to bathing pools.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.285358+00:00
790,https://1000springs.org.nz/samplesite/790,/samplesite/790,Rotorua,-38.1622,176.2555,Whakarewarewa Feature 2,"Adjacent to Waipuru, this spring is surrounded by sinter deposits and has a large dead log in it. No visible outputs. Surrounded by high walls, with vegetation on one side.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.285380+00:00
791,https://1000springs.org.nz/samplesite/791,/samplesite/791,Rotorua,-38.1622,176.2554,Whakarewarewa Feature 3,This awesome spring is hidden behind Features 1 & 2 right next to Puarenga Stream. It's surrounded by a sinter and looks like it cascades into the stream. Surrounded by tea trees.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.285405+00:00
792,https://1000springs.org.nz/samplesite/792,/samplesite/792,Rotorua,-38.1621,176.2555,Whakarewarewa Feature 4,This spring is situated next to the bathing pools and there is runoff from these into the spring. Grey sediment on bottom and some dead branches.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.285425+00:00
793,https://1000springs.org.nz/samplesite/793,/samplesite/793,Rotorua,-38.162,176.2564,Whakarewarewa Feature 5,This spring is situated in the middle of three others. It has no visible outputs and is a grey colour. No immediate vegetation.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.285444+00:00
794,https://1000springs.org.nz/samplesite/794,/samplesite/794,Rotorua,-38.1621,176.2564,Whakarewarewa Feature 6,"Directly behind Feature 5, this spring has a steep embankment next to it. One tree sits next to it and it mixes slightly with another spring. Some green biofilm sits on bank above it.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.285467+00:00
795,https://1000springs.org.nz/samplesite/795,/samplesite/795,Rotorua,-38.1641,176.2528,Te Puia Feature 30,"Little spring west of Features 27, 28 & 29. About half a metre deep, this spring has caved in and has overhanging Manuka. No visible outputs.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.285487+00:00
796,https://1000springs.org.nz/samplesite/796,/samplesite/796,Rotorua,-38.1642,176.2528,Te Puia Feature 31,"Small, earthy brown coloured spring to the west of Feature 26. Surrounded by mud and some sort of sinter deposit. No vegetation.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.285506+00:00
797,https://1000springs.org.nz/samplesite/797,/samplesite/797,Rotorua,-38.1642,176.2528,Te Puia Feature 32,Small dark brown spring west of Feature 31. Surrounded by mud and hard sinter. No vegetation.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.285522+00:00
798,https://1000springs.org.nz/samplesite/798,/samplesite/798,Rotorua,-38.1643,176.2528,Te Puia Feature 33,"Small mud brown spring, surrounded by overhanging sinter. Small twig contained within. No surrounding vegetation.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.285539+00:00
799,https://1000springs.org.nz/samplesite/799,/samplesite/799,Rotorua,-38.1643,176.2528,Te Puia Feature 34,"Irregular shaped spring, surrounded by dried mud. Dark grey brown sediment at base. Small overhang on south side.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.285555+00:00
800,https://1000springs.org.nz/samplesite/800,/samplesite/800,Rotorua,-38.1643,176.2528,Te Puia Feature 35,"Small brownish spring in a hole, north of Feature 34. Surrounded by dried mud. No immediate vegetation, no visible outputs. Yellow precipitate on walls",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.285576+00:00
801,https://1000springs.org.nz/samplesite/801,/samplesite/801,Rotorua,-38.1643,176.2528,Te Puia Feature 36,"Small dark brown spring in a deep hole in the sinter, north of Feature 34. Surrounded by hard sinter. No immediate vegetation, no visible outputs.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.285595+00:00
802,https://1000springs.org.nz/samplesite/802,/samplesite/802,Rotorua,-38.1643,176.2529,Te Puia Feature 37,Clear spring with yellow precipitate around edges. Some outflow into a catchment area. Some dead but otherwise no vegetation. A scaly sinter surrounds on rocks.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.285616+00:00
803,https://1000springs.org.nz/samplesite/803,/samplesite/803,Rotorua,-38.1644,176.2529,Te Puia Feature 38,Spring next to output from Feature 37 but no mixing. Zero vegetation or outputs. A couple of dead twigs in spring.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.285633+00:00
804,https://1000springs.org.nz/samplesite/804,/samplesite/804,Rotorua,-38.1644,176.2529,Te Puia Feature 39,"Almost in the shape of a footprint, this spring has one directly adjacent to it which is 10 degree Celsius hotter. No visible outputs or vegetation. Surrounded by sediment.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.285655+00:00
805,https://1000springs.org.nz/samplesite/805,/samplesite/805,Rotorua,-38.1643,176.2529,Te Puia Feature 40,"Brown coloured spring next to Feature 26. Surrounded by mud and altered soil, with some white scalish precipitate. Small dead branches within, no vegetation around. Old inflow from Feature 26, and outflow into Feature 41 when water table was higher.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.285684+00:00
806,https://1000springs.org.nz/samplesite/806,/samplesite/806,Rotorua,-38.1642,176.2529,Te Puia Feature 41,"Small brown spring adjacent to Feature 40, were linked when water table was higher. Surrounded by mud, with white alterations and some dead branches.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.285704+00:00
807,https://1000springs.org.nz/samplesite/807,/samplesite/807,Rotorua,-38.1642,176.253,Te Puia Feature 42,"Small brown spring next to Feature 41, linked. Old inflow from Feature 40. Surrounded by altered mud and dead branches. Old outflow when water table was higher.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.285725+00:00
808,https://1000springs.org.nz/samplesite/808,/samplesite/808,Rotorua,-38.1643,176.2529,Te Puia Feature 43,"Small brown pool adjacent to previous two features. Loose brown sediment at base, surrounded by altered mud and dead vegetation. Dying Manuka bush approx. 1 metre back. Connected to Feature 42.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.285748+00:00
809,https://1000springs.org.nz/samplesite/809,/samplesite/809,Rotorua,-38.1646,176.2533,Te Puia Feature 44,"Very hot, clear spring with violent upwelling. Surrounded by walls of altered soil. Yellow sulphur build up on one side. Small collapse leaves rocks in the spring. Dead Manuka a few metres back.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.285773+00:00
810,https://1000springs.org.nz/samplesite/810,/samplesite/810,Rotorua,-38.162,176.2555,Whakarewarewa Feature 7,"Large, hot spring next to Puarenga Stream. surrounded by high walls of sintered, altered soil and rock, with live and dead vegetation above it. Dark sediment at base, no visible outputs.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.285796+00:00
811,https://1000springs.org.nz/samplesite/811,/samplesite/811,Rotorua,-38.162,176.2556,Whakarewarewa Feature 8,"Small spring in a cavern, east of Puarenga Stream, next to Feature 7. Steep walls of altered geothermal soil surrounds, with Manuka above. Dark sediment surrounds within hole. No visible outputs.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.285820+00:00
812,https://1000springs.org.nz/samplesite/812,/samplesite/812,Rotorua,-38.1625,176.2556,Whakarewarewa Feature 9,"Korotiotio Spring, large, deep, clear chloride type spring, with large upwelling. Surrounded by hard sinter, stained yellow in many places. Sparse dead trees surround.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.285842+00:00
813,https://1000springs.org.nz/samplesite/813,/samplesite/813,Rotorua,-38.1624,176.2556,Whakarewarewa Feature 10,"Deep, clear chloride spring, just north of Korotiotio. Potentially linked to Korotiotio underground. Surrounded by hard sinter and some loose rocks. No immediate vegetation.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.285863+00:00
814,https://1000springs.org.nz/samplesite/814,/samplesite/814,Rotorua,-38.1624,176.2556,Whakarewarewa Feature 11,"Deep, clear chloride spring, west of Korotiotio. Surrounded by very hard sinter, stained yellow in places. No immediate vegetation.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.285882+00:00
815,https://1000springs.org.nz/samplesite/815,/samplesite/815,Rotorua,-38.1623,176.2555,Whakarewarewa Feature 12,"Deep, clear spring, surrounded by hard sinter. Manuka about a metre back. Number 12 on the sign.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.285899+00:00
816,https://1000springs.org.nz/samplesite/816,/samplesite/816,Rotorua,-38.1624,176.2555,Whakarewarewa Feature 13,"Deep clear spring, west of Korotiotio spring. Surrounded by hard sinter, some yellowing. Manuka growing nearby. Some greenIsh growth on the sinter above.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.285920+00:00
817,https://1000springs.org.nz/samplesite/817,/samplesite/817,Rotorua,-38.1623,176.256,Whakarewarewa Feature 14,"Known as Parekohuru, this is a large, very deep crystal clear chloride spring with a royal aquamarine hue. Surrounded by hard sinter deposits, tainted yellow in places. Manuka bush on one side, 1 metre back. One output.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.285947+00:00
818,https://1000springs.org.nz/samplesite/818,/samplesite/818,Rotorua,-38.1621,176.2558,Whakarewarewa Feature 15,Big blue green spring northwest of Feature 14. Surrounded by geothermally altered soils on all sides. Live and dead vegetation surrounds. Multicoloured inputs cascading down from Feature 14.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.285971+00:00
819,https://1000springs.org.nz/samplesite/819,/samplesite/819,Rotorua,-38.16412748,176.2530282,Te Puia Feature 20,Small spring next to Feature 16 at Te Puia. Zero vegetation and no outputs. Quite deep and surrounded by grey sediment. It was connected to nearby springs when the water table was higher.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.285994+00:00
820,https://1000springs.org.nz/samplesite/820,/samplesite/820,Rotorua,-38.16413837,176.2529603,Te Puia Feature 21,Slightly larger pool than Feature 20. No vegetation but some outflow into Feature 16. Surrounded by extremely loose grey sediment.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.286012+00:00
821,https://1000springs.org.nz/samplesite/821,/samplesite/821,Rotorua,-38.16413742,176.2529944,Te Puia Feature 22,"Little hot spring, the hottest in this collection of springs. Water bubbles out continuously and enters a larger catchment area. No vegetation surrounds. Again, grey loose sediment at sides.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.286035+00:00
822,https://1000springs.org.nz/samplesite/822,/samplesite/822,Rotorua,-38.16419268,176.2529513,Te Puia Feature 23,This spring is in the shape of a chromosome. It has zero vegetation around it and no outputs. Some dead twigs hang out on bottom of spring. Brown/grey sediment surrounds this one.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.286058+00:00
823,https://1000springs.org.nz/samplesite/823,/samplesite/823,Rotorua,-38.16421257,176.2528837,Te Puia Feature 24,"Spring at the back of this section, right next to embankment. No immediate vegetation, except for Manuka a metre back. Connects to a larger spring. Grey/brown sediment.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.286079+00:00
824,https://1000springs.org.nz/samplesite/824,/samplesite/824,Rotorua,-38.16426371,176.2529886,Te Puia Feature 25,Immediately adjacent to Feature 24. Twigs in bottom. Some outputs and may be connected to Feature 24 when water table is higher. No other immediate vegetation.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.286100+00:00
825,https://1000springs.org.nz/samplesite/825,/samplesite/825,Rotorua,-38.16422772,176.252987,Te Puia Feature 26,Bubbles floating on top of this spring. It has a green ish hue to it. And pock marked sediment on bottom. Outflows into a larger catchment area.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.286119+00:00
826,https://1000springs.org.nz/samplesite/826,/samplesite/826,Rotorua,-38.16418589,176.2528711,Te Puia Feature 27,Slightly murky pool with no outputs or vegetation surrounding it. Grey/brown sediment and surrounded by a sinter.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.286136+00:00
827,https://1000springs.org.nz/samplesite/827,/samplesite/827,Rotorua,-38.1641952,176.2528601,Te Puia Feature 28,Deep pool with thick walls. Murky dark black/brown sediment on bottom and hard sinter walls. No outputs or vegetation.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.286154+00:00
828,https://1000springs.org.nz/samplesite/828,/samplesite/828,Rotorua,-38.16420515,176.2528263,Te Puia Feature 29,Spring immediately adjacent to Feature 28 but has overhanging branches from Manuka trees and is very deep. No visible outputs and a hard sinter surrounds it.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.286175+00:00
829,https://1000springs.org.nz/samplesite/829,/samplesite/829,Rotorua,-38.164628,176.2518932,Te Puia Feature 45,Used the bailer to samples. A very deep hole with a spring at the bottom. Lots of vegetation overhanging and no visible outputs.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.286193+00:00
830,https://1000springs.org.nz/samplesite/830,/samplesite/830,Rotorua,-38.1645,176.252,Te Puia Feature 46,Used the bailer to sample. Spring a few metres deep with moss growing on walls. No visible outputs. Some Manuka overhangs on one side.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.286212+00:00
831,https://1000springs.org.nz/samplesite/831,/samplesite/831,Rotorua,-38.1646,176.252,Te Puia Feature 47,Another spring in the same hole as Feature 46. Hotter and more milky in colour. A sand bridge exists in between them. No visible outputs and some vegetation overhangs. Used the bailer to sample.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.286237+00:00
832,https://1000springs.org.nz/samplesite/832,/samplesite/832,Rotorua,-38.1653,176.2535,Te Puia Feature 48,Tiny geyser erupting west of Waikite geyser. Too dangerous to sample geyser so sample taken from catchment pool. Orange colour with no vegetation and outflows down embankment. Sample taken about 6 metres from source.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.286264+00:00
833,https://1000springs.org.nz/samplesite/833,/samplesite/833,Rotorua,-38.1654,176.2537,Te Puia Feature 49,"Waikite Geyser. Deep hole filled with bubbling water, surrounded by a massive build up of sinter. No vegetation or visible outputs.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.286284+00:00
834,https://1000springs.org.nz/samplesite/834,/samplesite/834,Rotorua,-38.1646,176.2555,Te Puia Feature 50,"Known as Ko-te-wai-o-te Parewharangi. Large browny grey coloured pool, surrounded by mud and loose rocks/shingles. High banks on three sides, topped with shrubs and trees. Some dead branches within.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.286309+00:00
835,https://1000springs.org.nz/samplesite/835,/samplesite/835,Rotorua,-38.1623,176.2563,Whakarewarewa Feature 16,"Deep ngawha/cavern, next to cafe. Was once below the floor of the adjacent house. Unknown lateral extent. Surrounded by high rock walls, grass above. Recent cave in of dirt. Plastic containers inside.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.286333+00:00
836,https://1000springs.org.nz/samplesite/836,/samplesite/836,Rotorua,-38.1623,176.2565,Whakarewarewa Feature 17,"Cloudy spring next to cafe and road, surrounded by 2 metre steep banks. Overhanging dead vegetation, with some fallen branches within. Algae growth at base of walls and some yellow deposits.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.286358+00:00
837,https://1000springs.org.nz/samplesite/837,/samplesite/837,Rotorua,-38.1621,176.2565,Whakarewarewa Feature 18,"Small spring near road. Surrounded by mud and rubble, and a few dead twigs. Reddish staining around spring. Silty sediment on base. Outflow into spring below.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.286379+00:00
838,https://1000springs.org.nz/samplesite/838,/samplesite/838,Rotorua,-38.1621,176.2565,Whakarewarewa Feature 19,"Small murky pool next to road and model Whare. Surrounded by mud, debris. Yellow deposits surround, dead twigs and wood stake inside, grey sediment at base.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.286400+00:00
839,https://1000springs.org.nz/samplesite/839,/samplesite/839,Rotorua,-38.1619,176.2563,Whakarewarewa Feature 20,"Small spring next to Whare, surrounded by geothermal soil, overhanging. Yellow and green discoloration. Some vegetation 1 metre back.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.286418+00:00
840,https://1000springs.org.nz/samplesite/840,/samplesite/840,Rotorua,-38.1619,176.2564,Whakarewarewa Feature 21,"Elongate pool next to Whare, near lookout. Murky, surrounded by geothermal soil coloured yellow and green. Dead twigs within.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.286436+00:00
841,https://1000springs.org.nz/samplesite/841,/samplesite/841,Rotorua,-38.1619,176.2564,Whakarewarewa Feature 22,"Elongate spring next to path and lookout. Vigorous bubbling. Steep wall on north side is yellow. Grey sediment at base, no immediate vegetation. Rubble inside.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.286457+00:00
842,https://1000springs.org.nz/samplesite/842,/samplesite/842,Rotorua,-38.1619,176.2565,Whakarewarewa Feature 23,"Small dark spring next to Feature 22, surrounded by loose rock and geothermal soil. No immediate vegetation.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.286474+00:00
843,https://1000springs.org.nz/samplesite/843,/samplesite/843,Rotorua,-38.1612,176.2578,Whakarewarewa Feature 30,"Small spring east of Puarenga Stream. Dark brown sediment at base, surrounded by geothermally altered rocks (with yellow discolouration). Inflow from springs above and outflow towards stream.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.286498+00:00
